Ride,Event,Rider ID,Horse ID,Placing,Time,Weight (lbs),Miles,Points,BC?,BC Points,BC Score,Pull,Pull Reason,Comments
2004 Long Island Endurance Ride,25 miles - Senior,0,3146,20,5:01:39,,25,,FALSE,,,FALSE,,E. Banfill
2004 Long Island Endurance Ride,50 miles - Senior,1007,3147,4,5:24:05,172,50,100.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1298,3150,9,6:10:36,220,50,60.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Junior,1457,3160,6,8:15:59,,50,50.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,0,3171,,,,0,,FALSE,,,TRUE,,
2004 Long Island Endurance Ride,50 miles - Junior,1628,3197,2,6:05:20,165,50,110.,TRUE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1496,3201,14,7:39:19,,50,50.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1466,3205,1,4:57:43,189,50,150.,TRUE,,758,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1381,3220,13,7:09:30,,50,50.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1219,3221,,,,0,,FALSE,,,TRUE,,
2004 Long Island Endurance Ride,25 miles - Senior,1521,3236,4,3:04:05,,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,100 miles - Completion Only,1354,3237,,13:52:10,,100,,FALSE,,,FALSE,off course,
2004 Long Island Endurance Ride,25 miles - Senior,1549,3263,13,3:47:48,,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1554,3270,10,3:40:50,,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1336,3271,5,3:14:15,240,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Junior,1453,3273,,,,0,,FALSE,,,TRUE,,
2004 Long Island Endurance Ride,50 miles - Senior,1558,3274,15,8:02:58,,50,50.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1580,3295,16,8:02:58,,50,50.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1578,3301,1,2:53:59,147,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Junior,1579,3303,2,3:18:57,,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1449,3316,25,,,25,,FALSE,,,FALSE,,Miles only
2004 Long Island Endurance Ride,100 miles - Senior,1374,3317,,,,0,,FALSE,,,TRUE,Rider lost,
2004 Long Island Endurance Ride,25 miles - Senior,1499,3321,7,3:17:40,183,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1595,3332,7,6:04:36,152,50,70.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1597,3335,12,3:45:56,,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Junior,1353,3338,4,7:39:19,,50,65.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1559,3341,6,6:04:00,,50,80.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1561,3349,8,3:18:57,,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1462,3353,5,6:00:03,212,50,90.,FALSE,,654,FALSE,,
2004 Long Island Endurance Ride,50 miles - Junior,1609,3354,1,6:00:00,140,50,150.,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1053,3361,,,,0,,FALSE,,,TRUE,,
2004 Long Island Endurance Ride,25 miles - Senior,1256,3363,,,,0,,FALSE,,,TRUE,,
2004 Long Island Endurance Ride,25 miles - Senior,1379,3371,,,,0,,FALSE,,,TRUE,,
2004 Long Island Endurance Ride,25 miles - Senior,1635,3372,16,4:18:15,,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1634,3373,3,4:57:46,147,50,110.,FALSE,,674,FALSE,,
2004 Long Island Endurance Ride,25 miles - Senior,1224,3381,2,2:58:20,168,25,,FALSE,,,FALSE,,
2004 Long Island Endurance Ride,50 miles - Senior,1487,3383,12,6:27:30,,50,50.,FALSE,,,FALSE,,Prancer
2004 Long Island Endurance Ride,50 miles - Junior,1643,3384,3,6:27:31,126,50,90.,TRUE,,,FALSE,,Anika Mueller
2004 Long Island Endurance Ride,25 miles - Senior,1608,3425,21,5:15:22,,25,,FALSE,,,FALSE,,
2004 Nesbet Forest - 50 miles,50 miles - Senior,1408,3320,2,7:31:00,,50,,FALSE,,,FALSE,,
2004 Nesbet Forest 100,100 miles - Junior,1399,2243,,15:07:00,,100,,FALSE,,,FALSE,,
2004 Nesbet Forest 100,100 miles - Junior,1285,3001,,15:07:00,,100,,FALSE,,,FALSE,,
2004 Nesbet Forest 100,100 miles - Senior,1007,3004,1,12:25:00,,100,,TRUE,,,FALSE,,
2004 Nesbet Forest 100,100 miles - Senior,1053,3099,,15:07:00,,100,,FALSE,,,FALSE,,
2004 Nesbet Forest 100,100 miles - Senior,1408,3320,,,,50,,FALSE,,,FALSE,,
2004 Nesbet Forest 100,100 miles - Senior,1017,3338,,15:07:00,,100,,FALSE,,,FALSE,,
2004 Nesbet Forest 100,100 miles - Senior,,3426,,,,100,,FALSE,,,FALSE,,Rider - Angela Pfieffer
2004 Nisbet Forest - 50 miles,50 miles - Senior,1397,3177,4,,,50,,FALSE,,,FALSE,,
2004 Off the Beaton Trail,50 miles - Junior,1399,2243,,8:36:15,,50,,FALSE,,,FALSE,,
2004 Off the Beaton Trail,50 miles - Senior,1199,2297,,6:33:30,,50,,FALSE,,,FALSE,,
2004 Off the Beaton Trail,50 miles - Junior,1285,3001,,8:36:21,,50,,FALSE,,,FALSE,,
2004 Off the Beaton Trail,50 miles - Senior,1053,3099,,8:36:20,,50,,FALSE,,,FALSE,,
2004 Off the Beaton Trail,25 miles - Senior,1376,3114,,,,25,,FALSE,,,FALSE,,
2004 Off the Beaton Trail,50 miles - Senior,1595,3332,,7:58:00,,50,,FALSE,,,FALSE,,AERC OOP Miles (Paid) 02/07 dv
2004 OOP -  XP Pioneer-Horse Miles,50 miles - Senior,1783,2253,,,,250,,FALSE,,,FALSE,,Out of Province Mileage - July 2004
2004 Owhyee #1,50 miles - Senior,1108,3038,,,,50,,FALSE,,,FALSE,,Out of Province Country
2004 Owhyee #1,30 miles - Senior,1261,3155,,,,30,,FALSE,,,FALSE,,Out of Province Country
2004 Owhyee #1,Multi Day Ride - Senior,1496,3201,,,,200,,FALSE,,,FALSE,,Out of Province Country
2004 Owhyee #1,,1634,,,,,,,FALSE,,,FALSE,,
2004 Owhyee #2,55 miles - Senior,1108,3038,,,,55,,FALSE,,,FALSE,,
2004 Owyhee 100-FEI,100 miles - Senior,1595,3332,,,,100,,FALSE,,,FALSE,,AERC OPP Miles(Paid)02/07 dv
2004 Owyhee Canyonlands Pioneer,30 miles - Senior,1595,3332,,,,30,,FALSE,,,FALSE,,AERC OPP Miles(Paid)02/07 dv
2004 Ride Over Rainbow,50 miles - Senior,1108,3038,,,,50,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,100 miles - Senior,0,1,,,,0,,FALSE,,,TRUE,,
2004 Saddle Hills Challenge,25 miles - Senior,0,1,2,2:47:04,170,25,,FALSE,,713,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,0,1,4,2:54:41,220,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,0,1,16,5:55:53,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1455,1355,7,7:26:07,166,50,70.,FALSE,,680,FALSE,,
2004 Saddle Hills Challenge,50 miles - Junior,1399,2031,6,7:26:48,95,50,50.,FALSE,,654,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1466,2036,,,,0,,FALSE,,,TRUE,,
2004 Saddle Hills Challenge,25 miles - Senior,1038,2121,11,3:43:39,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1172,2136,10,7:40:54,233,50,55.,FALSE,,714,FALSE,,
2004 Saddle Hills Challenge,100 miles - Senior,1086,2200,1,15:31:32,166,100,330.,FALSE,,776,FALSE,,
2004 Saddle Hills Challenge,100 miles - Senior,1033,2217,3,15:31:48,161,100,210.,FALSE,,770,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1317,2282,2,6:27:33,240,50,125.,FALSE,,760,FALSE,,
2004 Saddle Hills Challenge,50 miles - Junior,1285,3001,4,7:26:05,138,50,70.,FALSE,,682,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1096,3015,5,2:56:45,185,25,,FALSE,,754,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1360,3058,6,7:22:39,163,50,80.,FALSE,,681,FALSE,,
2004 Saddle Hills Challenge,50 miles - Junior,1380,3096,1,6:34:50,155,50,150.,TRUE,,738,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1053,3099,8,7:26:47,173,50,65.,FALSE,,698,FALSE,,
2004 Saddle Hills Challenge,100 miles - Senior,1012,3105,2,15:31:35,207,100,255.,FALSE,,795,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1376,3114,14,4:38:30,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1420,3130,13,4:38:27,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1151,3131,1,6:18:00,186,50,150.,TRUE,,768,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1298,3150,9,7:40:54,223,50,60.,FALSE,,691,FALSE,,
2004 Saddle Hills Challenge,50 miles - Junior,1457,3160,5,7:26:06,146,50,60.,FALSE,,665,FALSE,,
2004 Saddle Hills Challenge,50 miles - Junior,1440,3197,3,6:34:59,130,50,90.,FALSE,,708,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1495,3200,10,3:43:37,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1496,3201,,,,0,,FALSE,,,TRUE,L,
2004 Saddle Hills Challenge,25 miles - Senior,1183,3255,6,2:58:45,225,25,,FALSE,,737,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1336,3271,5,7:22:37,233,50,90.,FALSE,,722,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1558,3274,15,4:39:08,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1580,3295,12,4:06:17,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1374,3317,4,6:35:22,220,50,100.,FALSE,,758,FALSE,,
2004 Saddle Hills Challenge,100 miles - Senior,1017,3330,4,16:52:36,,100,180.,FALSE,,496,FALSE,,
2004 Saddle Hills Challenge,50 miles - Senior,1595,3332,,,,0,,FALSE,,,TRUE,,
2004 Saddle Hills Challenge,25 miles - Senior,1597,3334,1,2:45:00,185,25,,FALSE,,648,FALSE,,
2004 Saddle Hills Challenge,100 miles - Junior,1354,3340,1,16:52:36,,100,100.,TRUE,,498,FALSE,,
2004 Saddle Hills Challenge,25 miles - Junior,1581,3347,2,4:06:35,,25,,FALSE,,,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1613,3350,,,,0,,FALSE,,,TRUE,,
2004 Saddle Hills Challenge,50 miles - Senior,1462,3352,3,6:34:55,225,50,110.,FALSE,,760,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,0,3353,3,2:48:25,245,25,,TRUE,,780,FALSE,,
2004 Saddle Hills Challenge,50 miles - Junior,1609,3354,2,6:34:54,140,50,110.,FALSE,,713,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1256,3363,8,3:03:07,235,25,,FALSE,,767,FALSE,,
2004 Saddle Hills Challenge,25 miles - Senior,1487,3383,7,3:01:29,223,25,,FALSE,,746,FALSE,,
2004 Saddle Hills Challenge,25 miles - Junior,1643,3384,1,2:58:02,127,25,,TRUE,,713,FALSE,,A. Mueller
2004 Saddle Hills Challenge,25 miles - Senior,1412,3387,9,3:15:07,,25,,FALSE,,,FALSE,,
2004 Sonora Desert,50 miles - Senior,1108,3038,,,,50,,FALSE,,,FALSE,,
2004 XP Pioneer,Multi Day Ride - Senior,1122,1,,,,50,,FALSE,,,FALSE,,
2004 XP Pioneer,5 Day - 260 Miles - Senior,1122,3086,,,,405,,FALSE,,,FALSE,,
2004 XP Pioneer,Multi Day Ride - Senior,1122,3134,,,,150,,FALSE,,,FALSE,,
2004 XP Pioneer,,,,,,,,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 1,5 Day - 260 Miles - Junior,1399,2031,,,,50,,FALSE,,,FALSE,,Out of Country Ride
2005 (2004*) Owyhee Canyonlands - Day 1,Multi Day Ride - Senior,1053,2243,,,,50,,FALSE,,,FALSE,,Out of Country Ride
2005 (2004*) Owyhee Canyonlands - Day 1,5 Day - 260 Miles - Junior,1285,3001,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 2,5 Day - 260 Miles - Junior,1399,2031,,,,60,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 2,5 Day - 260 Miles - Senior,1053,2243,,,,60,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 2,5 Day - 260 Miles - Junior,1285,3001,,,,60,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 3,5 Day - 260 Miles - Junior,1399,2031,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 3,5 Day - 260 Miles - Junior,1285,3001,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 3,5 Day - 260 Miles - Senior,1053,3361,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 4,5 Day - 260 Miles - Senior,1053,1,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 4,5 Day - 260 Miles - Junior,1285,1,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 4,5 Day - 260 Miles - Junior,1399,2031,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 5,5 Day - 260 Miles - Senior,1053,1,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 5,5 Day - 260 Miles - Junior,1399,2031,,,,50,,FALSE,,,FALSE,,
2005 (2004*) Owyhee Canyonlands - Day 5,5 Day - 260 Miles - Junior,1285,2243,,,,50,,FALSE,,,FALSE,,
2005 AERC Championship,100 miles - Junior,1399,2031,,,,100,,FALSE,,,FALSE,,Out of country ride USA
2005 AERC Championship,100 miles - Senior,1053,2243,,,,100,,FALSE,,,FALSE,,Out of country ride USA
2005 AERC Championship,100 miles - Junior,1285,3001,,,,100,,FALSE,,,FALSE,,Out of country ride USA
2005 AERC Championship,100 mile FEI,1017,3330,,,,100,,FALSE,,,FALSE,,Out of country ride USA
2005 Athabasca Endurance Ride,55 miles - Senior,1455,1355,10,8:42:20,,55,,FALSE,,,FALSE,,Bardo Grey Fonyx -Josie
2005 Athabasca Endurance Ride,55 miles - Senior,1086,2200,1,5:33:41,161,55,370.,FALSE,,654,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1096,3015,3,3:33:00,194,35,480.,TRUE,,761,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1163,3075,,,,55,,FALSE,,,FALSE,Miles only,Error in timing at the finish line
2005 Athabasca Endurance Ride,55 miles - Senior,1380,3096,,,,,,FALSE,,,TRUE,na,
2005 Athabasca Endurance Ride,55 miles - Senior,1521,3105,4,6:26:34,174,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1088,3108,1,3:26:00,,35,,FALSE,,717,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1695,3133,10,5:04:00,,35,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Junior,1457,3160,,,,,,FALSE,,,TRUE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1494,3198,,,,,,FALSE,,,TRUE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1038,3201,,,,0,,FALSE,,,TRUE,RO,
2005 Athabasca Endurance Ride,55 miles - Senior,1012,3205,3,6:22:23,194,55,420.,TRUE,,682,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1496,3306,9,8:15:17,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1594,3331,5,4:10:00,209,35,460.,FALSE,,737,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Junior,1354,3340,2,6:54:11,150,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1462,3353,5,6:42:23,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,30 miles - Junior,1641,3354,2,4:36:00,106,30,,FALSE,,690,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1256,3363,6,6:42:24,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Junior,1599,3368,3,7:54:55,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1634,3373,2,5:33:50,170,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1224,3381,7,4:13:00,,35,,FALSE,,652,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1411,3396,11,8:42:22,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,30 miles - Senior,1439,3406,1,3:27:00,148,30,,TRUE,,770,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,1036,3407,8,7:54:56,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1223,3409,6,4:13:00,,35,460.,FALSE,,706,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1608,3412,9,4:36:15,,35,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Junior,1609,3425,1,6:42:22,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,55 miles - Senior,0,3426,7,7:55:01,,55,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1241,3427,11,5:06:00,,35,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1374,3429,2,3:31:00,218,35,,FALSE,,745,FALSE,,
2005 Athabasca Endurance Ride,30 miles - Senior,1676,3453,,4:36:00,,30,,FALSE,,,FALSE,,paid for mileage in 2008
2005 Athabasca Endurance Ride,30 miles - Junior,1642,4304,4,6:22:00,,30,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,30 miles - Senior,1687,4315,,3:33:00,,30,,FALSE,,,FALSE,,
2005 Athabasca Endurance Ride,35 miles - Senior,1484,,12,6:22:00,,35,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,35 miles - Senior,0,1,,,,35,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,35 miles - Senior,0,1,,,,35,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,35 miles - Senior,0,1,,,,35,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,35 miles - Senior,1484,1,,,,0,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,35 miles - Junior,1669,1,,,,35,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1033,1349,1,11:23:01,,100,,TRUE,,,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1455,1355,2,6:32:16,,55,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Junior,1399,2031,,,,,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,100 mile FEI,1086,2200,,,,0,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,100 mile FEI,1007,2237,,,,0,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1053,2243,8,9:31:44,,55,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1199,2297,2,11:23:02,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1199,2297,,11:23:00,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Junior,1285,3001,3,9:31:43,,55,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 miles - Senior,1163,3075,1,11:42:52,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1380,3096,3,11:41:50,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1012,3105,5,12:18:51,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1002,3117,6,12:18:53,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 miles - Junior,1354,3133,0,,,0,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,55 miles - Junior,1457,3160,,,,,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1397,3177,6,8:56:38,,0,,FALSE,,,FALSE,,Bruce Guest
2005 Drayton Valley Riverside Trails,55 miles - Junior,1440,3197,2,7:46:30,,55,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1466,3205,4,12:18:50,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1381,3220,,,,0,,FALSE,,,TRUE,did not start,
2005 Drayton Valley Riverside Trails,55 miles - Senior,0,3226,,8:56:33,,55,,FALSE,,,FALSE,,ridden by Brad Geres
2005 Drayton Valley Riverside Trails,55 miles - Senior,0,3227,,8:56:36,,,,FALSE,,,FALSE,,ridden by Lori Sawatzky
2005 Drayton Valley Riverside Trails,35 miles - Senior,1549,3263,1,3:37:46,126,35,360.,FALSE,,608,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1556,3272,,,,0,,FALSE,,,TRUE,RO - Rider Hurt,
2005 Drayton Valley Riverside Trails,35 miles - Senior,1574,3293,6,4:34:59,,35,440.,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1017,3330,7,12:37:46,,100,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1595,3332,4,7:46:29,154,55,380.,FALSE,,584,FALSE,,
2005 Drayton Valley Riverside Trails,100 mile FEI,1462,3353,,,,0,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,35 miles - Senior,1256,3363,3,3:43:42,241,35,470.,TRUE,,764,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Junior,1599,3368,1,6:53:44,172,55,410.,TRUE,,710,FALSE,,
2005 Drayton Valley Riverside Trails,35 miles - Senior,1379,3371,,,,0,,FALSE,,,TRUE,RO,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1224,3381,1,6:31:55,178,55,390.,TRUE,,680,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1412,3387,,,,,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,35 miles - Senior,1300,3389,4,3:48:06,225,35,420.,FALSE,,658,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1411,3396,,,,,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,100 mile FEI,1362,3405,,,,0,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1036,3407,3,6:53:43,198,55,440.,TRUE,,719,FALSE,,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1241,3409,,,,,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,35 miles - Senior,1668,3423,2,3:39:03,155,35,,FALSE,,,FALSE,,
2005 Drayton Valley Riverside Trails,35 miles - Senior,1554,3424,,,,0,,FALSE,,,TRUE,na,
2005 Drayton Valley Riverside Trails,100 miles - Junior,1609,3425,0,,,,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,55 miles - Senior,1122,3428,,,,,,FALSE,,,TRUE,Lame,
2005 Drayton Valley Riverside Trails,35 miles - Senior,0,,,,,0,,FALSE,,,TRUE,na,
2005 Drayton Valley Riverside Trails FEI,100 miles - Senior,1106,3182,,,,0,,FALSE,,,TRUE,Rider pull-Lame,
2005 Dunes Day Challenge,50 miles - Junior,1399,2031,2,5:46:00,100,50,495.,FALSE,,718,FALSE,,
2005 Dunes Day Challenge,50 miles - Junior,1453,2040,4,6:24:00,100,50,495.,FALSE,,759,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1008,2113,5,6:06:00,,50,90.,FALSE,,,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1053,2243,7,5:45:00,,50,,FALSE,,,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1201,2247,11,7:09:00,,50,,FALSE,,,FALSE,,
2005 Dunes Day Challenge,50 miles - Junior,1285,3001,3,6:46:00,144,50,495.,FALSE,,740,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1096,3015,6,3:26:00,182,25,497.5,FALSE,,715,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1008,3027,9,6:24:00,,50,,FALSE,,,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1452,3028,,,,,,FALSE,,,TRUE,Lame,
2005 Dunes Day Challenge,50 miles - Senior,1559,3096,4,5:05:00,166,50,490.,FALSE,,764,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1012,3105,2,4:54:30,194,50,497.5,TRUE,,796,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1298,3150,9,3:31:00,230,25,487.5,FALSE,,724,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1495,3200,10,3:35:00,,25,,FALSE,,,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1466,3205,1,4:54:00,186,50,472.5,FALSE,,768,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1558,3274,15,4:29:00,,25,,FALSE,,,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1580,3295,4,3:23:00,185,25,497.5,FALSE,,720,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1449,3316,1,2:34:00,160,25,500.,TRUE,,758,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1449,3316,1,2:34:00,,25,,TRUE,,758,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1317,3320,,,,,,FALSE,,,TRUE,Lame,
2005 Dunes Day Challenge,50 miles - Senior,1462,3352,3,5:04:00,196,50,490.,FALSE,,780,FALSE,,
2005 Dunes Day Challenge,50 miles - Junior,1609,3353,1,5:04:00,170,50,490.,TRUE,,790,FALSE,,
2005 Dunes Day Challenge,25 miles - Junior,1641,3354,3,4:10:00,98,25,,FALSE,,,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1379,3371,12,3:51:00,,25,,FALSE,,,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1639,3379,3,3:22:00,180,25,475.,FALSE,,696,FALSE,,
2005 Dunes Day Challenge,50 miles - Senior,1224,3381,5,5:21:00,177,50,422.5,FALSE,,686,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1412,3387,2,2:42:00,140,25,492.5,FALSE,,733,FALSE,,
2005 Dunes Day Challenge,25 miles - Junior,1581,3391,1,3:21:00,152,25,500.,TRUE,,688,FALSE,,
2005 Dunes Day Challenge,25 miles - Senior,1411,3396,11,3:48:00,,25,,FALSE,,,FALSE,,
