Ride,Event,Rider ID,Horse ID,Placing,Time,Weight (lbs),Miles,Points,BC?,BC Points,BC Score,Pull,Pull Reason,Comments
2001 Ride Over the Rainbow,25 miles - Senior,1108,3038,,,,25,,FALSE,,,FALSE,,
2001 Ride Over the Rainbow,50 miles - Senior,1421,3098,,,,50,,FALSE,,,FALSE,,
"2001 River Ride, SK",50 miles - Junior,1399,2031,,,,50,,FALSE,,,FALSE,,
"2001 River Ride, SK",50 miles - Senior,1008,2113,,,,50,,FALSE,,,FALSE,,
"2001 River Ride, SK",50 miles - Senior,1247,2203,,,,50,,FALSE,,,FALSE,,
"2001 River Ride, SK",50 miles - Senior,1053,2243,,,,50,,FALSE,,,FALSE,,
"2001 River Ride, SK",50 miles - Junior,1285,3001,,,,50,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,0,1,4,2:47:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,0,1,8,3:00:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,0,1,12,3:05:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,55 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,55 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,25 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,25 miles - Senior,1321,1,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,25 miles - Senior,1398,1,19,3:29:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1408,1,8,8:16:00,,55,74.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1419,1,26,5:13:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1443,1,23,4:51:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1454,1,15,3:07:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Junior,1350,1350,2,2:39:45,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Junior,1399,2031,1,8:37:00,,55,90.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1012,2036,3,5:35:55,,55,121.,FALSE,,663,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1008,2113,9,8:32:19,,55,66.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1086,2200,1,5:33:30,,55,165.,FALSE,,654,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1261,2218,16,3:17:45,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1256,2230,14,3:06:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1279,2240,10,3:01:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1053,2243,10,8:39:00,,55,60.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1245,2263,5,2:48:45,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1278,2265,6,6:21:00,,55,88.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1317,2282,2,5:35:45,,55,138.,FALSE,,638,FALSE,,
2001 Robert Lester Memorial,55 miles - Junior,1285,3001,1,8:37:00,,55,90.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Junior,1348,3022,1,2:39:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1452,3027,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,55 miles - Senior,1106,3039,4,5:35:56,,55,110.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1374,3041,18,3:20:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1079,3061,7,2:39:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1346,3072,2,2:37:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1163,3075,17,3:19:45,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Junior,1380,3096,3,3:21:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1336,3097,20,3:33:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1397,3098,5,6:15:30,,55,99.,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1088,3108,6,2:59:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1314,3116,1,2:37:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1002,3117,10,3:01:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1414,3125,21,4:40:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1417,3127,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,25 miles - Senior,1427,3143,24,4:55:00,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1366,3156,25,5:10:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Junior,1368,3157,,,,,,FALSE,,,TRUE,,
2001 Robert Lester Memorial,25 miles - Senior,1450,3164,9,3:00:30,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,0,3169,13,3:05:45,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1462,3175,3,2:42:20,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,25 miles - Senior,1299,3213,22,4:45:40,,25,,FALSE,,,FALSE,,
2001 Robert Lester Memorial,55 miles - Senior,1294,3319,7,8:16:00,,55,74.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,25 miles - Senior,0,1,1,2:54:49,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,25 miles - Senior,0,1,4,5:51:55,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,25 miles - Senior,0,1,8,5:06:20,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,0,1,7,7:24:01,,50,70.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,0,1,8,7:24:30,,50,65.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Rocky Mtn Challenge,25 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2001 Rocky Mtn Challenge,25 miles - Senior,1342,1,2,3:12:50,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Junior,1285,2031,2,7:34:00,,50,70.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1008,2113,2,6:30:43,,50,125.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,25 miles - Junior,1183,2148,3,3:41:00,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Junior,1410,2166,1,6:44:31,,50,110.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1033,2217,6,7:24:00,,50,80.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1053,2243,,,,0,,FALSE,,,TRUE,,
2001 Rocky Mtn Challenge,25 miles - Senior,1199,2297,6,4:01:00,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Junior,1399,3001,3,7:34:08,,50,50.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1321,3008,11,7:42:12,,50,50.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,25 miles - Senior,1096,3015,7,4:14:54,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1452,3027,1,6:30:39,,50,150.,FALSE,,735,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1262,3050,4,6:44:24,,50,100.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1079,3061,3,6:30:49,,50,110.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1163,3075,5,6:44:31,,50,90.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,25 miles - Senior,1336,3097,5,3:52:50,,25,,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1421,3098,9,7:28:00,,50,60.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,0,3134,12,9:05:45,,50,50.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1123,3134,13,9:05:54,,50,50.,FALSE,,,FALSE,,
2001 Rocky Mtn Challenge,50 miles - Senior,1397,3177,10,7:28:01,,50,55.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,0,1,2,2:31:43,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,0,1,3,2:37:10,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,0,1,5,2:58:29,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,0,1,11,3:48:01,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,0,1,12,3:50:22,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,0,1,15,5:22:45,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,0,1,8,6:42:42,,50,65.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Junior,0,1,3,,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1267,1,8,3:24:10,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Junior,1348,1,1,,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,100 miles - Senior,1012,2036,1,13:13:21,,100,360.,FALSE,,100,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1008,2113,7,6:04:57,,50,70.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Junior,1350,2118,2,,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Junior,1183,2148,1,7:58:14,,50,50.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,100 miles - Senior,1086,2200,2,13:55:30,,100,285.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1151,2212,3,5:28:44,,50,110.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1033,2217,9,7:19:13,,50,60.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,100 miles - Senior,1429,2237,4,13:55:52,,100,210.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,100 miles - Senior,1397,2249,3,13:55:48,,100,240.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1278,2265,2,5:13:15,,50,125.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1317,2282,4,6:00:15,,50,100.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1321,3008,12,8:56:42,,50,50.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1096,3015,11,7:58:15,,50,50.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1452,3027,6,6:04:55,,50,80.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1387,3029,13,4:51:55,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1079,3061,5,6:00:18,,50,90.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1346,3072,7,3:04:50,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1336,3097,6,3:04:28,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1421,3098,10,7:19:16,,50,55.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,100 miles - Senior,1002,3105,6,17:11:01,,100,150.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1376,3114,9,3:33:07,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,100 miles - Senior,0,3117,5,17:11:00,,100,180.,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1420,3130,10,3:34:07,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1298,3150,4,2:38:00,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1451,3165,14,4:53:00,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,25 miles - Senior,1462,3175,1,2:31:38,,25,,FALSE,,,FALSE,,
2001 Saddle Hills Challenge,50 miles - Senior,1294,3319,1,5:13:14,,50,150.,FALSE,50,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,1,11,6:29:43,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1036,1,7,10:00:51,,55,77.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Junior,1340,1,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Junior,1394,1,1,3:29:02,,25,50.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Junior,1399,2031,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1038,2052,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1008,2113,3,6:55:41,,55,121.,FALSE,,743,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1420,2130,6,4:48:07,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Junior,1183,2148,2,,,55,121.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Junior,1410,2166,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1049,2171,3,3:21:30,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1388,2227,4,3:25:58,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Junior,1285,2243,,,,0,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1278,2265,2,6:50:28,,55,138.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1317,2282,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1053,3001,9,10:36:30,,55,66.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1252,3006,10,6:29:27,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1096,3015,6,9:59:45,,55,88.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1452,3027,1,6:46:27,,55,165.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Junior,1380,3041,1,,,55,165.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1351,3044,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,55 miles - Junior,1354,3054,3,,,55,99.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1017,3056,11,11:04:00,,55,55.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1360,3058,8,5:34:51,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1079,3061,4,6:56:15,,55,110.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1163,3075,5,7:15:58,,55,99.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1377,3076,7,5:09:08,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1374,3096,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1336,3097,9,5:34:51,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1376,3114,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,0,3134,10,10:36:45,,55,60.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1123,3134,8,10:36:00,,55,72.,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1298,3150,5,3:37:02,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,1451,3165,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,55 miles - Senior,1379,3170,,,,,,FALSE,,,TRUE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,3174,2,3:21:05,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,35 miles - Senior,1462,3175,1,3:14:34,,25,,FALSE,,,FALSE,,
2001 Tall Timber Endurance Ride,25 miles - Senior,0,3176,,,,,,FALSE,,,TRUE,,
"2001 WCVM, SK",25 miles - Senior,0,2203,,,,25,,FALSE,,,FALSE,,
"2001 WCVM, SK",25 miles - Senior,1247,3122,,,,25,,FALSE,,,FALSE,,
2001 XPI 2000,50 miles - Senior,1123,1,,9:33:00,,100,,FALSE,,,FALSE,,
2001 XPI 2000,50 miles - Senior,1122,2107,,9:33:01,,200,,FALSE,,,FALSE,,
"2001Camp Dundurn, SK",50 miles - Senior,1247,1,,,,50,,FALSE,,,FALSE,,
"2001Camp Dundurn, SK",55 miles - Senior,1247,2203,,,,55,,FALSE,,,FALSE,,
"2001Camp Dundurn, SK",80 miles - Senior,1053,2243,,,,80,,FALSE,,,FALSE,,
"2001Camp Dundurn, SK",80 miles - Junior,1285,3001,,,,80,,FALSE,,,FALSE,,
2001FEI Most Preferred - 2,80 miles - Senior,1017,2208,,,,80,,FALSE,,,FALSE,,
2001FEI Most Preferred - 2,100 miles - Senior,1017,2208,,,,100,,FALSE,,,FALSE,,
"2001Sonora 50 Oliver, BC",50 miles - Junior,1285,3001,,,,50,,FALSE,,,FALSE,,
"2001Sonora Desert 50 Oliver, BC",50 miles - Senior,1053,2243,,,,50,,FALSE,,,FALSE,,
2002 -2005 OOP  Horse Miles,,1783,2253,,,,1880,,FALSE,,,FALSE,,Blaze owned by Wayne Delbeke # 1122
"2002 Alpine, WA USA",50 miles - Senior,1108,3038,,,,50,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Senior,0,1,7,4:48:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2002 Athabasca Endurance Ride,30 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2002 Athabasca Endurance Ride,30 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2002 Athabasca Endurance Ride,30 miles - Senior,0,1,,,,,,FALSE,,,TRUE,,
2002 Athabasca Endurance Ride,30 miles - Senior,1374,1,6,4:45:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Senior,1460,1,5,4:17:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Junior,,1,5,4:47:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Senior,,1,4,4:16:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Junior,1399,2031,2,7:56:00,,55,55.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Junior,1498,2077,1,3:51:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Senior,1031,2202,2,3:51:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Senior,1053,2243,7,7:56:00,,55,60.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Senior,1317,2282,4,5:21:00,,55,94.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Junior,1285,3001,1,7:56:00,,55,99.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Senior,1007,3004,5,5:21:00,,55,82.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Senior,1089,3025,1,4:55:00,,55,148.,TRUE,55,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Junior,1380,3096,4,4:46:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Senior,1012,3105,2,5:03:00,,55,121.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Junior,1503,3178,3,4:17:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Senior,1256,3196,6,6:34:00,,55,72.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,55 miles - Senior,0,3197,,,,,,FALSE,,,TRUE,,
2002 Athabasca Endurance Ride,55 miles - Senior,1466,3205,3,5:03:00,,55,104.,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Junior,1394,3234,2,4:16:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Senior,1393,3235,3,4:16:00,,30,,FALSE,,,FALSE,,
2002 Athabasca Endurance Ride,30 miles - Senior,0,3261,,,,,,FALSE,,,TRUE,,
2002 Athabasca Endurance Ride,30 miles - Senior,1336,3271,1,3:48:00,,30,,FALSE,,,FALSE,,
"2002 Beaverdell, BC",50 miles - Senior,1108,3038,,,,50,,FALSE,,,FALSE,,
2002 Camp Dundurn,60 miles - Senior,1397,3177,4,,,60,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,0,1,18,5:45:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Completion only,0,1,,3:12:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Completion only,0,1,,3:12:30,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Junior,0,1,,,,,,FALSE,,,TRUE,,
2002 Devon Ho-Down,25 miles - Junior,0,1,1,3:38:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1219,1,15,5:14:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1245,1,9,4:18:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1300,1,9,7:18:04,,50,60.,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1317,1,12,4:45:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1528,1,,,,,,FALSE,,,TRUE,,
2002 Devon Ho-Down,50 miles - Senior,1381,1349,,,,0,,FALSE,,,TRUE,Rider Injury,
2002 Devon Ho-Down,50 miles - Junior,1399,2031,1,9:28:00,,50,90.,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1466,2036,,,,,,FALSE,,,TRUE,,
2002 Devon Ho-Down,50 miles - Senior,1008,2113,3,6:04:39,,50,110.,TRUE,50,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1049,2171,1,2:55:00,,25,,TRUE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1086,2200,1,5:47:30,,50,150.,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1033,2217,8,7:18:02,,50,65.,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1388,2227,7,7:16:00,,50,70.,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1429,2237,5,3:35:30,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1393,2238,17,5:44:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Junior,1285,2243,2,9:28:01,,50,50.,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1408,2282,2,5:47:31,,50,125.,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1053,3001,10,9:28:00,,50,55.,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1351,3044,16,5:43:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Junior,1353,3054,,,,50,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Junior,1354,3056,2,3:50:35,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1079,3061,5,6:30:02,,50,90.,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1151,3106,2,3:32:19,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,0,3107,13,4:46:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1427,3143,11,4:38:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1007,3147,4,3:34:50,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1321,3162,14,4:56:50,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1462,3175,4,6:30:00,,50,100.,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Junior,1503,3178,6,5:45:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1473,3184,,,,,,FALSE,,,TRUE,,
2002 Devon Ho-Down,25 miles - Junior,1340,3185,5,5:44:01,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1256,3196,7,3:51:50,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Junior,1440,3197,3,3:52:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1496,3201,11,9:34:00,,50,50.,FALSE,,,FALSE,,
2002 Devon Ho-Down,50 miles - Senior,1012,3205,6,6:41:00,,50,80.,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1499,3206,3,3:33:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1068,3220,6,3:50:40,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Junior,1394,3234,4,5:44:00,,25,,FALSE,,,FALSE,,
2002 Devon Ho-Down,25 miles - Senior,1537,3252,8,4:05:00,,25,,FALSE,,,FALSE,,
